id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30071389,Lothlorien,224513581,Gaia,Brooklyn,Bedford-Stuyvesant,40.67752,-73.90886,Private room,26,30,0,,,2,250
30071646,Bright Spacious Brooklyn Room with Living Room,38250051,Carrie,Brooklyn,Sunset Park,40.65978,-73.99406,Private room,50,3,3,2019-04-07,0.43,1,0
30071822,"Entire Private 1 Bdrm, 1 Bath & 1000 SQFT Backyard",24864537,Jocelyn,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94985,Entire home/apt,100,3,10,2019-06-21,1.32,1,25
30071866,Brooklyn based 1 bedroom apartment,22723123,Maximilian,Brooklyn,Downtown Brooklyn,40.69115,-73.98466,Entire home/apt,99,3,1,2019-04-28,0.41,1,31
30071972,Beautiful room Williamsburg Brooklyn NY,192181166,Elisa,Brooklyn,Williamsburg,40.70685,-73.94231,Private room,60,150,2,2019-01-13,0.32,2,0
30081034,Greenpoint Brooklyn,226035811,Samantha,Brooklyn,Greenpoint,40.72778,-73.94781,Private room,200,7,0,,,1,0
30082832,Cozy 2BD Parlor Level w/ Deck Apt in Brooklyn,226048286,Denise,Brooklyn,Clinton Hill,40.69415,-73.96581,Entire home/apt,250,2,30,2019-07-06,5.29,1,274
30084269,Private Large Bedroom in Brooklyn,12171344,Marta,Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,2019-07-03,0.99,2,27
30084665,Fuhgettaboutit! No hidden fees+HBOShowtime-1 guest,37401126,Leah,Brooklyn,East Flatbush,40.64251,-73.93926,Private room,50,2,32,2019-06-24,4.47,4,358
30085711,Elegant Park Slope 1b steps from Barclays,114043000,Jeff,Brooklyn,Park Slope,40.67989,-73.97922,Private room,120,2,12,2019-03-06,1.57,1,89
30085865,Cozy 1 bedroom apartment in Fort Greene,75479604,Alyssa,Brooklyn,Fort Greene,40.69473,-73.97225,Entire home/apt,175,1,1,2018-12-30,0.16,2,0
30086057,Spacious  Room / ✰ Prime Williamsburg ✰ / NYC,5179523,Max,Brooklyn,Williamsburg,40.71027,-73.95293,Private room,75,1,0,,,3,43
30086862,Light Massive Sanctuary,224637257,Shep,Brooklyn,Flatbush,40.64544,-73.95731,Private room,95,2,3,2019-05-19,0.40,2,180
30088291,Room in Sunny Prime Williamsburg Pad,218511630,Carlos,Brooklyn,Williamsburg,40.71465,-73.95499,Private room,75,2,11,2019-05-20,1.90,3,0
30089412,Private 2 bedroom apartment with outdoor space ..,156481014,Nyesha,Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,2019-06-30,2.18,1,78
30090198,"ENTIRE one-bedrm apartment. Cozy, chic, spacious!",17617821,Julie,Brooklyn,Crown Heights,40.67775,-73.94913,Entire home/apt,99,4,5,2019-06-10,0.77,1,23
30093042,Spacious 1BR close to the subway,15823232,Nicolas,Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,2019-03-03,0.29,3,78
30094688,Luxurious Brooklyn Office,225943653,Oswin,Brooklyn,Bedford-Stuyvesant,40.68515,-73.94743,Entire home/apt,151,1,1,2018-11-28,0.13,1,179
30094802,Very spacious 1 BR with lots of sunlight,15823232,Nicolas,Brooklyn,Crown Heights,40.6773,-73.94465,Private room,99,2,1,2019-05-21,0.60,3,84
30096719,Small studio in historic Clinton Hill,188896,Ellen,Brooklyn,Clinton Hill,40.6887,-73.96668,Entire home/apt,98,1,32,2019-07-02,4.10,2,257
30101954,Spacious bright bedroom in modern apartment,57755572,Georgia,Brooklyn,Greenpoint,40.73008,-73.96062,Private room,70,2,2,2019-01-05,0.27,1,0
30102118,Huge two bedroom in trendy Greenpoint,5743700,Joshua,Brooklyn,Greenpoint,40.72918,-73.95538,Entire home/apt,200,4,1,2018-12-26,0.15,1,0
30102666,"Summer in style, 2BR Apt with Rooftop",15967997,Laura,Brooklyn,Williamsburg,40.71861,-73.95448,Entire home/apt,380,3,3,2019-06-24,0.48,1,14
30103232,Welcome to the private LOVE NEST in BUSHWICK!!!,9834068,Toni,Brooklyn,Bushwick,40.69726,-73.91587,Private room,50,2,19,2019-06-07,2.52,1,5
30104692,"Quiet apartment. Easy access to L, J/M/Z, G lines.",43089807,John,Brooklyn,Williamsburg,40.71318,-73.95876,Entire home/apt,149,2,20,2019-06-23,2.80,1,263
30104723,Cozy apt with washer dryer  in trendy Williamsburg,226201658,Vanessa,Brooklyn,Williamsburg,40.70689,-73.94996,Entire home/apt,73,30,1,2019-03-02,0.23,3,345
30105018,Bushwick Artist Loft in Converted Factory,226204224,Allyson,Brooklyn,Bushwick,40.6991,-73.92338,Private room,50,1,7,2018-12-30,0.93,1,0
30108593,MODERN STYLISH CHIC GARDEN LEVEL SUITE in BROOKLYN,226230372,Jean,Brooklyn,East Flatbush,40.64879,-73.95079,Entire home/apt,88,2,44,2019-06-26,5.92,1,7
30109151,Large Open Brooklyn Loft,4445708,Kirsten,Brooklyn,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,118,2,6,2019-02-18,0.89,1,67
30109765,"Nice & quiet,clean & neat, all including hostel",95958773,Maryna,Brooklyn,Brighton Beach,40.57811,-73.96004,Shared room,50,1,0,,,3,365
30110482,686 A home away from home,226250191,Shawn,Brooklyn,Brownsville,40.65239,-73.91029,Entire home/apt,130,2,20,2019-06-29,2.63,1,139
30111496,Brooklyn Newly Renovated 1-bedroom Apartment,101215475,Julia,Brooklyn,Williamsburg,40.70762,-73.96503,Private room,90,3,10,2019-07-06,4.55,1,77
30111883,Twin Private Room,224074972,Askhat,Brooklyn,Bedford-Stuyvesant,40.69356,-73.94537,Private room,80,2,16,2019-06-17,2.17,4,3
30113007,家 Home (12 mins to NYC),213781715,Anting,Brooklyn,Greenpoint,40.73031,-73.95742,Entire home/apt,306,1,0,,,33,364
30113079,Brooklyn Cosy Daybed,10809204,Mario,Brooklyn,Crown Heights,40.66844,-73.95857,Shared room,46,2,0,,,1,0
30115354,Amazing apartment in the heart of Brooklyn,5918341,Mona,Brooklyn,Bedford-Stuyvesant,40.68446,-73.95182,Entire home/apt,149,3,14,2019-05-25,1.88,2,0
30123494,Comfy modern appartment in hip Crown Heights,11869986,Christopher,Brooklyn,Crown Heights,40.67299,-73.95804,Entire home/apt,210,4,1,2019-01-01,0.16,1,0
30124206,Fresh Room One Block From Metro!!,226335012,Ann,Brooklyn,Bedford-Stuyvesant,40.6891,-73.95596,Private room,55,2,23,2019-06-21,3.59,1,323
30124398,"Beautiful 1865 Townhouse, 5 bedrm, Fireplace Sauna",4077993,Raquel,Brooklyn,Crown Heights,40.67536,-73.94237,Entire home/apt,460,2,2,2019-01-02,0.27,2,0
30124940,Large second floor room for 4!,65407018,Harmony,Brooklyn,Greenpoint,40.7227,-73.93691,Private room,85,1,14,2019-06-03,1.92,5,137
30128559,"Brooklyn place with pool, gym and comfort",27668092,Aponte & Tat,Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,2019-07-04,1.06,3,67
30129482,Brooklyn Apartment,9962746,Tania,Brooklyn,Fort Greene,40.688,-73.97185,Entire home/apt,80,3,2,2019-05-12,0.32,1,107
30129898,PRIME WILLIAMSBURG 1 BED APT- PRIVATE & SUNNY,45319780,Mia,Brooklyn,Williamsburg,40.70795,-73.94307,Entire home/apt,200,3,0,,,1,0
30130941,4 Room 9 guest Apt in Brooklyn,226406882,Lizzy,Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,200,1,0,,,3,87
30131250,Private Bushwick Bedroom Madison 3L-1,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.6877,-73.93146,Private room,42,30,2,2019-05-11,0.47,27,353
30131426,Private Williamsburg Co-living Room Madison 3L-2,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68765,-73.93208,Private room,42,30,1,2019-06-16,1,27,339
30132025,Room for 3 and 5 minute walk to train!,105248014,Kevin,Brooklyn,East Flatbush,40.64574,-73.94675,Private room,50,1,46,2019-07-05,6.03,2,34
30132508,Newly Renovated Garden Apt in Brooklyn Brownstone!,182990602,Jamie,Brooklyn,Clinton Hill,40.69205,-73.96646,Entire home/apt,150,2,41,2019-07-01,5.42,1,60
30132711,"Spacious And Sunny Apartment, Private Roof Deck!",2446722,Amanda,Brooklyn,Bedford-Stuyvesant,40.69176,-73.95396,Entire home/apt,120,3,22,2019-06-24,3.07,1,16
30133397,BEAUTIFUL PRIVATE ROOM IN THE HOUSE,204906313,Iryna,Brooklyn,Sheepshead Bay,40.59099,-73.94856,Private room,60,1,56,2019-07-03,7.24,3,48
30144337,Brooklyn Condo w/ City Views,44434863,Johnathan,Brooklyn,Sunset Park,40.64564,-74.01867,Private room,75,1,1,2018-12-28,0.15,1,365
30144719,"Gorgeous, Huge Artist's Loft in Williamsburg",51364990,Jasper,Brooklyn,Williamsburg,40.71361,-73.95703,Entire home/apt,195,2,5,2019-06-30,1.61,1,7
30146330,Room available in Bushwick!,156237907,Ariadna,Brooklyn,Bushwick,40.69499,-73.90994,Private room,40,5,1,2018-11-27,0.13,1,250
30146925,Sweet and modern 2BR getaway in Bed-Stuy,34277028,Alexandra,Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,150,3,15,2019-06-10,2.13,1,77
30148490,"Beautiful, large Vinegar Hill apartment.",226517382,Caspar,Brooklyn,Navy Yard,40.70159,-73.9801,Private room,50,6,1,2018-12-20,0.15,1,0
30148548,Cozy Bushwick Room for the holiday season!,198445878,Kevin,Brooklyn,Bushwick,40.70131,-73.93039,Private room,50,1,0,,,1,0
30150357,"Sun-drenched, airy industrial loft in Brooklyn!",30381245,Cristian,Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,2019-07-03,0.61,1,1
30150406,Ditmas Park Affordable Luxury Living-Private Rm,204541838,Diana,Brooklyn,Flatbush,40.64308,-73.96508,Private room,150,3,2,2019-06-19,0.27,2,364
30151378,1min from the subway station 20min to Manhattan,55468128,Reina,Brooklyn,Bedford-Stuyvesant,40.69107,-73.95597,Private room,50,1,13,2019-06-23,1.74,7,264
30152036,1 BEDROOM in Brooklyn,54606969,Daniela,Brooklyn,Fort Greene,40.68412,-73.96951,Private room,60,7,3,2019-01-06,0.42,1,250
30152553,Stunning one bedroom with skylight and loft!,28695751,Ian & Wendy,Brooklyn,Park Slope,40.67958,-73.97816,Entire home/apt,345,3,10,2019-04-14,1.38,2,0
30153309,1 Bedroom with Clinton Hill Charm,88777320,Eli,Brooklyn,Clinton Hill,40.68658,-73.96752,Private room,241,1,2,2019-03-24,0.47,1,139
30153527,"Spacious Renovated Bright, by Prospect Park",14987061,Vera,Brooklyn,Flatbush,40.6478,-73.96091,Entire home/apt,125,2,3,2019-06-16,0.40,1,1
30155394,New york Multi-unit building,208235184,Linda,Brooklyn,Greenpoint,40.72305,-73.94576,Entire home/apt,195,1,0,,,1,12
30155444,Cozy Room with private bathroom in Crown Heigths,226562416,Saireth,Brooklyn,East Flatbush,40.66093,-73.93893,Private room,69,1,18,2019-06-30,2.48,1,175
30157285,"Newly renovated, cozy 1 br appt great location!!!",157687888,Maksim,Brooklyn,Bensonhurst,40.61072,-73.98533,Entire home/apt,90,2,53,2019-06-27,7.07,1,36
30158061,Beautiful Williamsburg Bedroom by McCarren Park,8189649,Samantha,Brooklyn,Williamsburg,40.71876,-73.94436,Private room,96,3,0,,,1,0
30158174,SWEET + SUNNY WILLIAMSBURG SANCTUARY,4085985,Kimberly,Brooklyn,Williamsburg,40.71134,-73.96059,Entire home/apt,200,3,0,,,1,28
30158357,Room in Bushwick Apartment,50755816,Tali,Brooklyn,Bushwick,40.69631,-73.92944,Private room,37,1,2,2019-02-18,0.34,1,0
30158743,Stay in Lovely 2 BR/1 BA Flatbush Apartment,95114505,Aiesha & Stacy,Brooklyn,East Flatbush,40.64874,-73.94467,Entire home/apt,150,3,3,2019-06-30,3,1,0
30169107,Lovely private room with private bath in Brooklyn,41091852,Andrea,Brooklyn,Bedford-Stuyvesant,40.69338,-73.94328,Private room,75,1,29,2019-07-06,4.60,1,84
30171159,Perfect NYC Getaway 2-BR Apartment w/Garden access,66740918,Nancy,Brooklyn,Gowanus,40.66838,-73.99325,Entire home/apt,125,12,0,,,1,83
30173614,Ditmas Park Affordable Luxury-Private Room,204541838,Diana,Brooklyn,Flatbush,40.64489,-73.96363,Private room,65,3,15,2019-06-24,2.05,2,208
30173864,"Charming Apartment in Brooklyn, NY",49589973,Steven,Brooklyn,Fort Greene,40.68665,-73.97183,Private room,112,5,2,2019-04-15,0.37,1,12
30175190,Hancock-Brooklyn Hospitality,226688121,Makeba,Brooklyn,Bedford-Stuyvesant,40.68504,-73.91699,Entire home/apt,175,1,16,2019-07-05,3.97,1,9
30175521,The BEST LOCATION in Brooklyn,100935364,Kira,Brooklyn,Gowanus,40.68234,-73.98129,Private room,44,2,3,2019-01-06,0.47,2,0
30175606,"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 3",9864136,Anthony,Brooklyn,Bushwick,40.68513,-73.91385,Private room,50,30,0,,,26,365
30176919,Cali-Retro Duplex in Historic Greenpoint,6701890,Jenny,Brooklyn,Greenpoint,40.73128,-73.95439,Private room,95,7,1,2019-04-13,0.34,2,0
30178785,Beautiful cozy studio,186701037,Gabriela,Brooklyn,Dyker Heights,40.62877,-74.00918,Entire home/apt,75,1,0,,,2,0
30184318,Brownstone House Spa in Bed-Stuy,19591194,Ali,Brooklyn,Bedford-Stuyvesant,40.68589,-73.94236,Entire home/apt,175,5,1,2019-01-01,0.16,1,84
30184570,Cozy room in the heart of Williamsburg.,188477517,Jane,Brooklyn,Williamsburg,40.7107,-73.95846,Private room,100,1,1,2018-12-09,0.14,1,0
30186549,⋆Brooklyn Brownstone Suite⋆Great Location⋆,145248567,Sam,Brooklyn,Crown Heights,40.66436,-73.95275,Entire home/apt,120,3,43,2019-06-30,5.94,1,56
30186632,**Bed-Stuy Studio**,2823246,Paige,Brooklyn,Bedford-Stuyvesant,40.68377,-73.95804,Entire home/apt,70,4,1,2018-11-23,0.13,1,0
30186710,Private bedroom at East Williamsburg,13608859,Ceren,Brooklyn,Williamsburg,40.70316,-73.94914,Private room,110,1,13,2019-05-26,1.85,1,6
30198140,Beautiful Room in Brooklyn!!,15640230,Susana,Brooklyn,Crown Heights,40.66433,-73.93383,Private room,40,30,0,,,4,354
30199980,"Hidden gem in Park Slope, 19 mins away from NYC!!!",36728751,Emily,Brooklyn,South Slope,40.66181,-73.98218,Entire home/apt,130,4,2,2019-05-26,0.28,1,179
30200030,"Sunny, Charming, Private One-Bedroom in Brooklyn",11068937,Kara,Brooklyn,Clinton Hill,40.68325,-73.96487,Entire home/apt,110,4,4,2019-05-21,0.65,2,0
30200791,Loft Living in the Heart of Bushwick,949070,Emily,Brooklyn,Bushwick,40.70887,-73.92154,Entire home/apt,200,3,1,2019-01-01,0.16,1,5
30200839,Brooklyn apartment 20 min away from Manhattan,226846427,Fidencio,Brooklyn,Bay Ridge,40.63921,-74.02474,Entire home/apt,90,3,19,2019-06-24,2.75,1,52
30205920,Massive Charming Loft,17966682,David,Brooklyn,Bushwick,40.69498,-73.90698,Entire home/apt,179,1,5,2019-01-14,0.70,1,365
30205956,Large 1 bdr apt + balcony Williamsburg - Bedford,16081505,Georgia,Brooklyn,Williamsburg,40.71853,-73.96415,Entire home/apt,220,2,6,2019-06-27,0.84,1,16
30208369,"Cozy and home feeling, 1-bedroom apt near subway",117648324,Utah,Brooklyn,Gravesend,40.60626,-73.9754,Private room,40,1,1,2018-12-02,0.14,1,335
30209958,Lovely exposed brick room to rent in Williamsburg,27716292,Ianthe,Brooklyn,Williamsburg,40.71225,-73.94961,Private room,50,2,2,2019-07-01,0.92,1,0
30212526,Rustic and Artsy,37621814,Stacy,Brooklyn,South Slope,40.66493,-73.98136,Entire home/apt,125,1,27,2019-07-07,3.82,1,18
30229464,Cozy Room close to Metro,226338109,Mia,Brooklyn,Bedford-Stuyvesant,40.68811,-73.95627,Private room,65,2,18,2019-06-03,2.48,4,343
30229776,Dandy Room Close to Metro,226338109,Mia,Brooklyn,Bedford-Stuyvesant,40.68795,-73.95614,Private room,65,2,9,2019-04-29,1.29,4,311
30229901,Enjoyable Room Close to Metro,226338109,Mia,Brooklyn,Bedford-Stuyvesant,40.68976,-73.95639,Private room,65,2,13,2019-06-07,2.15,4,321
30230938,Modern looking private room in Brooklyn's heart,48692009,Luc,Brooklyn,Flatbush,40.64627,-73.95396,Private room,50,1,0,,,1,0
30231478,Big apartment by Prospect Park 15 min to Manhattan,4982459,Mariana,Brooklyn,Flatbush,40.65333,-73.96552,Entire home/apt,350,3,0,,,3,0
30231655,Cozy 2 bedroom apartment (15 min from Manhattan),215919088,Vincent,Brooklyn,Williamsburg,40.712,-73.95397,Entire home/apt,120,3,2,2019-05-29,0.32,1,0
30232758,Clean & Spacious Duplex Bushwick Gem (w. Backyard),6004082,LeAnne And Keith,Brooklyn,Bushwick,40.69344,-73.92245,Entire home/apt,175,5,20,2019-07-02,2.84,1,12
30234593,Spice Island Hotspot two,224042160,Pettrina,Brooklyn,East Flatbush,40.65236,-73.94965,Private room,38,2,9,2019-07-01,1.58,3,357
30235085,A taste of Brooklyn,227063506,Gabriel,Brooklyn,Sunset Park,40.6475,-74.00786,Entire home/apt,64,5,8,2019-07-01,1.22,1,0
30235118,*Fresh Budget Room,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68176,-73.91435,Private room,40,2,6,2019-05-10,1.67,10,363
30235273,*Easy check in Budget Room!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68197,-73.91235,Private room,40,2,11,2019-07-04,3.17,10,317
30235341,*Ideal room for travelers with a budget!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.6818,-73.9139,Private room,55,2,5,2019-06-02,1.70,10,326
30235404,*Delightful budget room for travelers!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68105,-73.91256,Private room,40,2,7,2019-07-05,2.69,10,353
30235482,*Groovy Budget room for the traveler!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68052,-73.91216,Private room,45,2,5,2019-07-05,1.36,10,362
30235527,*Hospitable room for the traveler!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68249,-73.91276,Private room,50,3,3,2019-05-05,0.73,10,333
30236202,BEST Bushwick Luxury Apt. 15-minutes to Manhattan,8998154,Gordon,Brooklyn,Bushwick,40.69347,-73.92448,Entire home/apt,99,2,12,2019-06-15,1.71,2,46
30243242,Bedstuy Pad with Luxury and artistic touch!,133687324,Oto,Brooklyn,Bedford-Stuyvesant,40.6932,-73.94897,Entire home/apt,250,5,4,2019-01-18,0.55,1,0
30246118,Amazing apt in Brooklyn close to Prospect Park A,227134858,Hitalo,Brooklyn,Prospect-Lefferts Gardens,40.66166,-73.94084,Private room,70,1,19,2019-06-30,2.57,5,199
30246807,Stay into heart of Brooklyn close  Prospect Park B,227134858,Hitalo,Brooklyn,Prospect-Lefferts Gardens,40.66225,-73.94126,Private room,74,1,20,2019-06-23,2.83,5,125
30246815,Sunny Apartment in Crown Heights,1850477,Michela,Brooklyn,Crown Heights,40.67728,-73.94536,Entire home/apt,120,3,0,,,2,0
30247044,Great Room with Amazing View - 15 minutes to city,326465,Joshua,Brooklyn,Greenpoint,40.7247,-73.95378,Private room,88,7,1,2018-12-23,0.15,1,0
30247556,Homey Apt - 5min walk to L Train + Free Cleaning!,154981576,Bedly Bushwick,Brooklyn,Bushwick,40.70115,-73.91106,Private room,37,30,0,,,9,29
30247719,Room into heart of Brooklyn close  Prospect Park D,227134858,Hitalo,Brooklyn,Prospect-Lefferts Gardens,40.66199,-73.94135,Private room,70,1,12,2019-06-30,1.86,5,119
30248002,Modern apt Brooklyn's heart close  Prospect Park C,227134858,Hitalo,Brooklyn,Prospect-Lefferts Gardens,40.66191,-73.94137,Private room,70,1,7,2019-06-22,0.96,5,158
30249944,Corner-Unit Bedroom in Sun-filled Bushwick loft,149301266,Sophie,Brooklyn,Bushwick,40.70897,-73.92198,Private room,60,1,1,2018-12-07,0.14,1,0
30252158,Temple of DreamZzz,227165163,Glory,Brooklyn,Kensington,40.64249,-73.97559,Private room,56,3,1,2018-12-24,0.15,1,47
30252251,Private Luxury Suite in the Heart of Brooklyn,23501405,Emily,Brooklyn,Downtown Brooklyn,40.69051,-73.98398,Private room,249,1,20,2019-06-26,2.82,1,39
30253910,Decent basement room in Williamsburg,58658843,Maxim,Brooklyn,Williamsburg,40.71146,-73.95632,Private room,55,1,27,2019-06-20,3.65,3,0
30254229,"NEW! Spacious, Bright, Fam-Friendly BK Townhouse!",3624487,Christina,Brooklyn,Crown Heights,40.67339,-73.91415,Entire home/apt,149,3,31,2019-07-07,4.63,1,224
30254510,Charming Two bedroom apartment in Greenpoint,4363775,O.,Brooklyn,Greenpoint,40.7319,-73.95739,Entire home/apt,114,31,0,,,3,219
30255064,Apartment-Therapy-Featured Greenpoint Flat,2186425,Nicole,Brooklyn,Greenpoint,40.72457,-73.95435,Entire home/apt,100,60,1,2019-05-31,0.77,1,220
30255425,Tiny Magic Room in Historic Park Slope Brownstone,24878388,Johanna,Brooklyn,Park Slope,40.67947,-73.97806,Private room,45,10,1,2019-01-01,0.16,2,250
30255625,Lovely private bedroom in heart of Williamsburg,7340654,Jessica,Brooklyn,Williamsburg,40.71174,-73.94767,Private room,45,1,7,2018-12-22,0.97,1,0
30257236,Crown Heights Wellness Gem,3642820,Jesal,Brooklyn,Crown Heights,40.67672,-73.95839,Private room,80,2,11,2019-07-02,2.50,1,28
30257515,Habitación privada en Bushwick.,115193518,Fede,Brooklyn,Bushwick,40.70508,-73.92419,Private room,42,7,0,,,3,0
30262760,Close to transportation sleep share,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.67797,-73.90924,Shared room,35,1,11,2019-06-10,1.51,17,89
30264393,Hendrix Upstairs Oasis Rm #3,105878573,Tonisha,Brooklyn,East New York,40.66522,-73.88686,Private room,50,1,20,2019-05-31,2.82,5,62
30264512,Hendrix Upstairs Oasis Rm #4,105878573,Tonisha,Brooklyn,East New York,40.66547,-73.8891,Private room,40,1,9,2019-06-21,2.11,5,64
30264903,Bohemian Room for Rent,2346935,Dolores,Brooklyn,Crown Heights,40.67549,-73.94392,Private room,90,7,0,,,1,0
30265098,Private Room in Brooklyn Near Subway,3445172,Maha,Brooklyn,Prospect-Lefferts Gardens,40.66383,-73.94907,Private room,50,12,2,2019-05-15,0.32,1,0
30266212,Pvt Room in Charming  Pet-Friendly Apt in Bedstuy.,42474896,Eric,Brooklyn,Bedford-Stuyvesant,40.68245,-73.95223,Private room,89,1,3,2019-04-21,0.45,1,48
30268281,Sunny Lofted space with private bath,18576070,Lauren,Brooklyn,Bushwick,40.69576,-73.93254,Private room,150,30,2,2018-12-29,0.27,1,143
30270320,Musician/nerdy paradise!,227344500,Mandy & Jerry,Brooklyn,Bushwick,40.70268,-73.93185,Private room,40,1,24,2019-06-21,3.46,1,20
30272428,Brooklyn Jade,126176275,Audrey,Brooklyn,East Flatbush,40.63685,-73.93094,Private room,50,4,12,2019-06-04,1.78,4,62
30273223,COZY GUEST ROOM,204906313,Iryna,Brooklyn,Sheepshead Bay,40.58889,-73.94797,Private room,32,1,50,2019-07-06,6.67,3,83
30273310,Farm house style Bay Ridge (private D),31760835,Fon,Brooklyn,Bay Ridge,40.63574,-74.03102,Private room,85,365,1,2018-12-15,0.14,4,189
30275273,Zenful and artistic apartment home,227385012,Stephanie,Brooklyn,Bedford-Stuyvesant,40.68824,-73.95047,Private room,34,1,3,2019-01-01,0.43,1,0
30279712,Cozy 1 bedroom apt in Brooklyn,225367154,Maurice,Brooklyn,East Flatbush,40.65265,-73.91233,Entire home/apt,91,2,13,2019-06-30,2.52,1,305
30281771,Charming duplex with backyard in Carroll Gardens,13291840,Agathe,Brooklyn,Carroll Gardens,40.67992,-73.99282,Entire home/apt,100,4,2,2019-04-26,0.31,1,35
30283630,Alexander's Lofted Bedroom with Private Entrance,103615271,Alexander,Brooklyn,Bedford-Stuyvesant,40.69657,-73.93536,Private room,50,21,1,2019-06-04,0.86,1,10
30286108,"Bright, Beautiful Bed-Stuy Brooklyn 2 Bedroom",36535955,Jillian,Brooklyn,Bedford-Stuyvesant,40.68243,-73.95697,Entire home/apt,139,2,2,2019-04-21,0.31,1,0
30292232,"1 BR Apartment in Greenpoint, Brooklyn w/ backyard",8120005,Megan,Brooklyn,Greenpoint,40.72447,-73.94458,Entire home/apt,70,30,2,2019-01-21,0.33,1,0
30292454,Cozy Sunlit Spacious Bedroom (PURPLE ROOM),119051571,Sou,Brooklyn,Clinton Hill,40.69319,-73.96093,Private room,41,1,1,2019-05-05,0.45,2,52
30293230,"The best location in Williamsburg, private room!",227520154,Lumila,Brooklyn,Williamsburg,40.70916,-73.96252,Private room,70,4,13,2019-06-21,1.85,2,280
30293266,It's a Fine Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,40.67727,-73.90663,Private room,48,1,63,2019-07-03,8.51,5,231
30293282,It's a Delightful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,40.67627,-73.90795,Private room,48,1,57,2019-07-04,7.57,5,199
30294144,It's a Stunning Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Crown Heights,40.67612,-73.90813,Private room,48,1,21,2019-07-04,3.04,5,252
30294243,Sunny Room next to L train,1296938,Kristina,Brooklyn,Williamsburg,40.71069,-73.94106,Private room,100,5,8,2019-06-15,1.21,1,0
30295374,"SUNNY, Cozy Private Room in Bushwick!",53215338,Catherine,Brooklyn,Bushwick,40.6985,-73.93578,Private room,80,1,1,2019-01-01,0.16,1,0
30296168,Cozy room in sunny apartment across from park,3567433,Wesley,Brooklyn,Bushwick,40.69118,-73.9083,Private room,35,2,34,2019-07-01,4.95,2,112
30296204,Brick and Beam Experience in North Williamsburg,1005966,Ryan,Brooklyn,Williamsburg,40.7198,-73.95813,Entire home/apt,300,3,7,2019-05-20,1.11,1,168
30296364,Newly renovated place for students and young pro’s,227548199,Abi,Brooklyn,Midwood,40.62375,-73.96286,Shared room,50,1,0,,,1,85
30296768,Sunny and plant-filled room in Crown Heights!,73524680,Shannon,Brooklyn,Crown Heights,40.6772,-73.94442,Private room,60,2,18,2019-05-25,3.38,1,0
30297696,Cozy and comfortable studio in Clinton Hill.,1883287,Max,Brooklyn,Clinton Hill,40.6848,-73.96614,Entire home/apt,125,3,2,2018-11-26,0.27,1,0
30310984,Charming One Bedroom Garden Apt Close to Subway,782801,Cassandra,Brooklyn,Bedford-Stuyvesant,40.68677,-73.95522,Entire home/apt,125,1,9,2019-06-15,1.36,1,192
30311099,PRIVATE ROOM IN COZY SCANDINAVIAN / BROOKLYN HOME,220734035,Selma,Brooklyn,Williamsburg,40.70209,-73.94223,Private room,60,3,0,,,1,0
30313903,Sunny Eclectic Apt Near the Park & Brooklyn Museum,11815674,Christina,Brooklyn,Crown Heights,40.66661,-73.95301,Entire home/apt,125,3,4,2019-06-30,0.63,1,0
30313929,"Zen bedroom in Williamsburg, Brooklyn",173282483,Catherine,Brooklyn,Williamsburg,40.71679,-73.95644,Private room,150,1,4,2019-06-30,1.18,1,89
30314761,Spacious & cozy room/30 min to Manhattan by train,129158371,Sofiya,Brooklyn,Midwood,40.6188,-73.95417,Private room,54,2,3,2019-06-01,0.48,1,64
30314819,Brooklyn Finest Air Bnb,224699779,Michael,Brooklyn,Bushwick,40.69097,-73.92166,Private room,120,7,0,,,1,365
